"filename", "language", "Markdown", "Ini", "XML", "JSON", "Batch", "TypeScript", "JSON with Comments", "TypeScript JSX", "Properties", "Java", "JavaScript", "HTML", "CSS", "comment", "blank", "total"
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/tracker/repository/DroppedPillTrayRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 15, 26
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/tracker/repository/MedicineBatchRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 11, 23
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/tracker/repository/MedicineRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 9, 18
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/tracker/repository/PillInstanceRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 19, 47
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/tracker/service/CompartmentService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 0, 0, 31, 55, 327
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/tracker/service/NotificationService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 269, 0, 0, 0, 22, 41, 332
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/tracker/service/PillDropService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 22, 35, 175
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/tracker/validation/CompartmentIndexValidator.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/tracker/validation/ValidCompartmentIndex.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 2, 15
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/user/controller/UserController.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 41, 61, 312
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/user/dto/UserDto.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 36, 153
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/user/entity/Role.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 3, 7
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/user/entity/User.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 26, 83
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/user/entity/UserStatus.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 12
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/user/exception/UserExceptions.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 40, 199
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/user/repository/UserRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 4, 24, 64
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/user/service/UserService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 0, 33, 101, 372
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/user/validation/UniqueEmail.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 6, 21
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/user/validation/UniqueEmailValidator.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 12, 32
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/user/validation/UniqueUsername.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 11, 26
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/java/com/akilha/user/validation/UniqueUsernameValidator.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 13, 33
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/resources/ValidationMessages_en.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 11, 29, 119
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/resources/ValidationMessages_tr.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 6, 35, 124
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/resources/application.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 41, 22, 118
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/resources/static/css/password-reset.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 1, 30, 223
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/resources/static/js/password-reset.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 12, 15, 105
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/main/resources/templates/password-reset.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 6, 74
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/test/java/com/atylmaz/carandwatfootprint/CarAndWatFootprintApplicationTests.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 6, 15
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/test/java/com/atylmaz/trend/CarAndWatFootprintApplicationTests.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 6, 15
"/Users/atylmaz/Desktop/Github/Akilha/backend/src/test/resources/application.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 5, 6, 28
